mssv,HK 1,HK 1 dat,HK 1 hoc lai,HK 2,HK 2 dat,HK 2 hoc lai,HK 3,HK 3 dat,HK 3 hoc lai,HK 4,HK 4 dat,HK 4 hoc lai,HK 5,HK 5 dat,HK 5 hoc lai,HK 6,HK 6 dat,HK 6 hoc lai,HK 7,HK 7 dat,HK 7 hoc lai,HK 8,HK 8 dat,HK 8 hoc lai,xep_loai_hoc_tap
181211577,5.6,13,0,6.0,9,3,6.5,14,3,7.0,17,0,6.4,9,0,8.5,9,0,7.6,3,0,8.5,12,0,Khá
181202279,7.2,13,0,8.0,12,0,6.6,17,0,8.5,17,0,7.8,9,0,9.1,9,0,9.9,3,0,8.5,12,0,Giỏi
181200545,6.8,13,0,6.0,12,0,6.0,17,0,7.0,15,2,5.7,9,0,7.0,9,0,6.9,3,0,7.6,12,0,Khá
181210367,6.1,10,3,6.4,6,6,5.6,17,0,6.7,17,0,6.6,9,0,7.9,9,0,8.3,3,0,8.2,12,0,Khá
181213379,7.3,13,0,7.6,12,0,6.5,17,0,6.2,14,3,6.0,9,0,6.5,9,0,8.7,3,0,8.2,12,0,Khá
181212011,7.6,13,0,8.4,12,0,7.2,17,0,7.6,17,0,7.8,9,0,8.1,9,0,8.7,3,0,8.6,12,0,Khá
181202577,8.7,13,0,8.8,12,0,8.3,17,0,8.9,17,0,8.7,9,0,9.5,9,0,10.0,3,0,9.3,12,0,Xuất sắc
181203621,5.3,13,0,6.5,9,3,5.6,14,3,5.6,14,3,6.7,9,0,7.7,9,0,8.7,3,0,7.5,12,0,Trung bình
181203460,7.5,13,0,6.7,12,0,8.1,17,0,9.3,17,0,8.2,9,0,9.1,9,0,10.0,3,0,9.3,12,0,Giỏi
181202227,7.5,13,0,7.7,12,0,7.6,17,0,7.7,17,0,6.6,6,3,9.0,9,0,10.0,3,0,8.7,12,0,Giỏi
181213164,5.8,13,0,7.6,12,0,6.6,17,0,7.3,17,0,6.8,9,0,7.3,9,0,10.0,3,0,8.6,12,0,Khá
181211927,7.6,13,0,8.4,12,0,8.4,17,0,8.2,17,0,7.9,9,0,9.4,9,0,10.0,3,0,8.3,12,0,Giỏi
181202654,7.6,13,0,7.4,12,0,6.9,17,0,6.8,15,2,5.8,6,3,7.9,9,0,8.7,3,0,9.1,12,0,Khá
181200376,8.9,13,0,7.6,12,0,7.5,17,0,7.3,17,0,8.1,9,0,8.0,9,0,10.0,3,0,8.3,2,10,Khá
181200916,6.0,13,0,6.6,9,3,5.4,17,0,5.2,15,2,7.1,3,6,6.9,9,0,8.7,3,0,7.6,12,0,Khá
181212423,9.1,13,0,9.3,12,0,8.2,17,0,7.5,17,0,7.1,9,0,6.5,9,0,8.7,3,0,8.7,12,0,Giỏi
181200610,5.1,13,0,6.0,12,0,5.8,14,3,5.4,14,3,6.4,9,0,7.8,9,0,8.7,3,0,7.9,12,0,Trung bình
881891005,6.7,13,0,5.7,12,0,6.5,17,0,6.1,17,0,6.1,9,0,7.1,9,0,6.9,3,0,8.0,12,0,Khá
181213890,8.9,13,0,8.4,12,0,8.2,17,0,7.0,17,0,6.6,9,0,7.9,9,0,10.0,3,0,8.0,12,0,Giỏi
181203531,5.8,10,3,6.3,12,0,7.0,11,6,5.6,15,2,6.7,6,3,6.5,9,0,7.6,3,0,7.4,12,0,Khá
181203140,5.8,13,0,6.6,12,0,6.3,17,0,6.0,14,3,5.7,9,0,7.9,9,0,8.3,3,0,6.6,2,10,Khá
181211071,6.6,10,3,5.0,12,0,7.7,17,0,7.9,17,0,7.2,9,0,8.4,9,0,10.0,3,0,8.9,12,0,Giỏi
181201168,8.3,11,2,7.8,12,0,7.2,17,0,8.2,17,0,6.2,9,0,7.7,9,0,8.7,3,0,7.6,12,0,Giỏi
181200401,5.9,11,2,6.3,9,3,6.7,11,6,5.9,14,3,5.1,6,3,7.1,9,0,6.9,3,0,7.7,12,0,Trung bình
181202999,8.5,13,0,7.8,12,0,7.9,17,0,8.6,17,0,7.5,9,0,7.9,9,0,8.7,3,0,9.3,12,0,Giỏi
181212110,7.7,13,0,8.5,12,0,8.3,17,0,8.9,17,0,8.1,9,0,9.0,9,0,10.0,3,0,9.1,12,0,Xuất sắc
181200830,7.0,13,0,7.3,12,0,7.1,17,0,8.3,17,0,7.4,9,0,8.1,9,0,6.2,3,0,8.4,12,0,Khá
181201828,6.4,13,0,6.3,12,0,5.6,17,0,6.6,17,0,6.1,9,0,7.0,9,0,6.2,3,0,7.9,12,0,Khá
181213373,7.8,13,0,8.6,12,0,7.9,17,0,8.3,17,0,7.1,9,0,8.1,9,0,8.7,3,0,9.4,12,0,Giỏi
181210257,5.0,13,0,6.2,12,0,5.6,17,0,6.5,17,0,6.3,9,0,7.6,9,0,9.5,3,0,9.2,12,0,Khá
171510196,7.3,13,0,6.7,12,0,7.4,17,0,7.7,17,0,4.9,3,6,6.7,9,0,9.5,3,0,9.4,12,0,Khá
181200834,7.3,13,0,7.1,12,0,7.1,17,0,7.1,17,0,6.6,9,0,7.6,9,0,7.6,3,0,7.9,12,0,Khá
181202020,7.0,13,0,7.1,12,0,6.7,17,0,6.8,17,0,6.3,6,3,7.2,9,0,8.0,3,0,9.5,12,0,Khá
181202183,7.4,13,0,8.0,12,0,6.8,17,0,7.6,17,0,6.1,9,0,7.2,9,0,8.7,3,0,8.7,12,0,Khá
181213053,8.0,13,0,8.4,12,0,7.4,17,0,7.0,17,0,6.2,9,0,8.1,9,0,8.7,3,0,8.3,12,0,Khá
181201867,6.5,13,0,6.6,9,3,5.7,14,3,6.4,17,0,6.3,9,0,8.0,9,0,10.0,3,0,9.1,12,0,Khá
181210426,6.2,13,0,5.6,6,6,6.6,14,3,6.1,12,5,5.4,3,6,7.5,9,0,8.7,3,0,7.0,2,10,Trung bình
181203812,6.6,13,0,6.0,12,0,6.0,17,0,7.0,17,0,6.6,6,3,7.5,9,0,7.3,3,0,8.0,12,0,Khá
181210042,5.3,13,0,5.4,9,3,5.7,14,3,5.7,9,8,4.6,9,0,6.4,9,0,6.9,3,0,7.4,12,0,Trung bình
181200839,7.3,13,0,7.0,12,0,6.4,17,0,6.8,17,0,6.1,9,0,8.1,9,0,6.2,3,0,8.1,12,0,Khá
181200938,6.3,13,0,4.8,12,0,6.5,17,0,6.9,17,0,7.2,6,3,6.6,9,0,8.0,3,0,7.9,12,0,Khá
181202289,6.7,13,0,6.7,12,0,7.0,17,0,7.4,17,0,7.5,9,0,8.8,9,0,10.0,3,0,9.0,12,0,Khá
181202417,6.0,10,3,7.3,9,3,7.0,17,0,6.0,17,0,6.7,9,0,6.6,9,0,7.6,3,0,8.0,2,10,Khá
181210162,5.3,10,3,5.0,9,3,5.6,14,3,5.1,17,0,5.4,9,0,6.5,9,0,6.9,3,0,8.0,12,0,Trung bình
181203247,6.2,13,0,5.2,12,0,6.6,17,0,7.2,17,0,7.1,9,0,7.5,9,0,8.7,3,0,8.0,12,0,Khá
181201589,6.0,11,2,5.3,12,0,5.2,17,0,5.4,17,0,6.2,9,0,7.7,9,0,10.0,3,0,7.7,12,0,Trung bình
181210278,6.4,13,0,4.7,12,0,5.8,14,3,6.1,12,5,5.4,9,0,6.7,6,3,8.3,3,0,8.1,2,10,Khá
181203887,7.4,13,0,8.2,12,0,7.4,17,0,8.2,17,0,7.6,9,0,7.4,9,0,9.5,3,0,8.3,12,0,Khá
181203481,6.7,13,0,8.8,9,3,8.0,17,0,8.5,17,0,8.2,9,0,9.2,9,0,9.6,3,0,9.4,12,0,Giỏi
181230217,6.7,13,0,6.3,12,0,7.0,15,2,7.4,17,0,6.7,9,0,7.8,9,0,9.9,3,0,8.1,12,0,Khá
181202718,7.2,13,0,7.8,9,3,6.1,17,0,7.9,17,0,6.1,9,0,7.3,9,0,6.9,3,0,8.2,12,0,Khá
181200697,6.0,13,0,5.8,12,0,8.1,17,0,8.5,17,0,7.9,9,0,9.5,9,0,9.5,3,0,9.1,12,0,Giỏi
181203234,5.1,10,3,6.6,6,6,5.6,14,3,5.5,15,2,5.6,9,0,6.4,9,0,7.6,3,0,8.2,12,0,Trung bình
181202286,6.1,11,2,6.5,9,3,6.5,17,0,6.2,17,0,7.8,9,0,8.6,9,0,9.2,3,0,8.3,12,0,Khá
181201503,6.1,13,0,6.0,9,3,6.2,17,0,6.8,17,0,7.4,9,0,8.0,9,0,8.3,3,0,6.8,12,0,Khá
181201841,7.3,13,0,7.4,12,0,5.7,17,0,6.1,17,0,6.3,9,0,6.9,9,0,8.2,3,0,8.6,12,0,Khá
181202681,6.4,11,2,6.9,9,3,5.9,11,6,6.9,17,0,6.2,9,0,7.4,9,0,8.4,3,0,8.6,12,0,Khá
181203411,6.3,11,2,6.8,9,3,6.6,17,0,7.0,17,0,6.6,9,0,6.4,9,0,8.5,3,0,6.8,12,0,Khá
181201630,7.7,13,0,8.1,12,0,8.1,17,0,9.1,17,0,8.9,9,0,9.7,9,0,9.9,3,0,9.0,12,0,Giỏi
181202600,8.9,13,0,9.3,12,0,8.5,17,0,9.6,17,0,8.8,9,0,9.5,9,0,8.7,3,0,9.3,12,0,Xuất sắc
181202287,7.9,13,0,7.3,12,0,8.8,17,0,8.5,17,0,8.4,9,0,9.0,9,0,9.9,3,0,9.1,12,0,Giỏi
181202480,7.5,13,0,8.7,9,3,7.2,17,0,7.7,17,0,6.6,9,0,6.8,9,0,9.5,3,0,8.0,12,0,Khá
181203997,6.1,10,3,6.7,12,0,5.4,14,3,6.5,17,0,5.7,9,0,6.2,6,3,6.4,3,0,8.2,2,10,Trung bình
181201824,7.3,13,0,7.0,12,0,6.5,17,0,6.9,17,0,6.4,9,0,6.9,9,0,9.0,3,0,8.7,12,0,Khá
181200752,6.4,13,0,6.4,12,0,6.5,17,0,7.6,17,0,8.2,9,0,7.9,9,0,8.8,3,0,8.9,12,0,Khá
181211533,6.3,13,0,6.9,9,3,6.9,9,8,7.1,14,3,6.0,9,0,7.9,9,0,6.6,3,0,8.5,12,0,Khá
181203962,9.3,13,0,9.8,12,0,8.1,17,0,9.9,17,0,8.6,9,0,9.4,9,0,9.2,3,0,8.9,12,0,Xuất sắc
181200448,8.0,13,0,7.4,12,0,8.2,17,0,8.6,17,0,7.8,9,0,8.6,9,0,9.0,3,0,7.8,12,0,Giỏi
181202264,8.4,13,0,8.2,12,0,8.4,17,0,8.8,17,0,9.1,9,0,9.8,9,0,8.9,3,0,8.7,12,0,Giỏi
181210075,7.7,13,0,6.7,12,0,7.9,17,0,8.3,17,0,8.5,9,0,8.4,9,0,9.2,3,0,8.4,12,0,Giỏi
181202626,6.5,13,0,7.2,12,0,7.5,15,2,7.9,17,0,7.0,9,0,7.1,9,0,9.4,3,0,8.3,12,0,Khá
181200857,8.0,13,0,8.0,12,0,6.5,17,0,8.2,17,0,6.9,9,0,7.1,9,0,9.7,3,0,8.2,12,0,Khá
181203522,7.2,13,0,7.0,12,0,6.0,17,0,6.3,17,0,6.1,9,0,6.3,9,0,5.7,3,0,8.1,2,10,Khá
181230078,7.0,13,0,6.7,12,0,6.7,17,0,7.7,17,0,8.3,9,0,8.3,9,0,9.0,3,0,8.7,12,0,Khá
181202483,6.1,13,0,6.4,12,0,5.4,17,0,6.0,17,0,7.0,9,0,7.4,9,0,9.7,3,0,8.3,12,0,Khá
181200616,7.5,13,0,7.8,12,0,6.9,17,0,8.1,14,3,7.7,9,0,7.1,9,0,8.9,3,0,7.4,12,0,Khá
181202249,9.1,13,0,8.3,12,0,8.2,17,0,9.5,17,0,8.8,9,0,9.4,9,0,9.9,3,0,9.0,12,0,Xuất sắc
181211884,6.6,13,0,7.1,12,0,6.3,17,0,7.3,14,3,7.1,9,0,7.2,9,0,8.0,3,0,8.6,12,0,Khá
181203050,6.0,13,0,6.1,9,3,5.0,17,0,6.3,17,0,7.1,9,0,6.6,9,0,6.1,3,0,8.0,12,0,Trung bình
181203948,6.3,13,0,6.2,12,0,5.5,5,12,5.3,17,0,5.2,9,0,5.7,6,3,6.0,3,0,7.2,12,0,Trung bình
181200084,6.7,13,0,7.1,12,0,5.3,17,0,6.5,14,3,7.3,9,0,8.0,9,0,8.7,3,0,6.5,12,0,Khá
181202342,6.3,13,0,5.9,12,0,7.4,9,8,6.2,17,0,7.6,9,0,7.8,9,0,6.4,3,0,8.7,12,0,Khá
181202201,6.7,13,0,5.7,9,3,6.3,17,0,6.5,14,3,5.8,9,0,6.8,6,3,9.0,3,0,7.3,12,0,Khá
181201458,7.4,13,0,7.5,12,0,7.1,17,0,7.9,17,0,6.7,9,0,6.6,9,0,9.7,3,0,8.7,12,0,Khá
181201403,7.1,13,0,4.9,12,0,7.4,17,0,7.4,17,0,7.8,9,0,8.6,6,3,9.0,3,0,8.0,12,0,Khá
181210621,6.3,10,3,6.7,3,9,5.6,11,6,6.5,14,3,6.6,9,0,7.3,9,0,8.5,3,0,8.3,12,0,Khá
181204095,7.5,13,0,6.3,12,0,7.0,17,0,6.9,17,0,7.0,9,0,7.0,6,3,6.9,3,0,8.8,12,0,Khá
181202094,5.2,13,0,6.6,3,9,6.0,11,6,7.4,17,0,5.6,9,0,6.0,9,0,7.4,3,0,7.4,12,0,Khá
181203886,6.8,13,0,6.0,12,0,6.6,14,3,6.8,17,0,6.4,9,0,7.9,9,0,8.1,3,0,8.2,12,0,Khá
181201622,6.3,13,0,6.1,6,6,5.1,8,9,6.0,17,0,6.0,9,0,7.0,3,6,8.3,3,0,8.4,12,0,Trung bình
181202412,8.3,13,0,8.5,9,3,7.5,17,0,7.6,17,0,7.8,9,0,7.0,9,0,7.8,3,0,8.2,12,0,Khá
181202231,8.7,13,0,7.1,12,0,7.1,17,0,8.2,17,0,8.1,9,0,8.8,9,0,9.9,3,0,8.7,12,0,Giỏi
181203069,8.8,13,0,9.4,12,0,9.3,17,0,9.4,17,0,9.1,9,0,9.3,9,0,8.7,3,0,9.5,12,0,Xuất sắc
181230369,6.7,11,2,6.0,12,0,6.4,14,3,6.0,15,2,5.5,6,3,7.9,9,0,8.3,3,0,7.4,12,0,Khá
181200912,6.1,8,5,5.7,9,3,6.5,14,3,6.6,17,0,7.0,9,0,6.7,9,0,8.3,3,0,8.6,12,0,Khá
181201248,7.6,10,3,5.2,12,0,6.6,17,0,8.7,17,0,7.5,9,0,7.7,9,0,10.0,3,0,8.9,12,0,Khá
181233518,5.9,8,5,6.0,6,6,6.5,17,0,5.7,17,0,7.7,6,3,9.2,9,0,8.3,3,0,8.7,12,0,Khá
181210341,7.1,11,2,8.2,9,3,7.5,15,2,8.3,17,0,8.0,9,0,7.6,9,0,8.0,3,0,8.3,12,0,Khá
181200766,9.1,13,0,7.8,12,0,7.8,17,0,8.5,17,0,7.1,9,0,8.5,9,0,8.3,3,0,9.2,12,0,Giỏi
181201629,5.7,13,0,7.1,9,3,6.0,17,0,7.6,17,0,7.7,9,0,8.6,9,0,8.3,3,0,8.8,2,10,Khá
181203048,7.7,13,0,5.2,12,0,6.6,17,0,8.3,17,0,7.7,9,0,9.7,9,0,8.3,3,0,8.6,12,0,Khá
181200921,8.7,13,0,7.4,12,0,7.4,17,0,8.6,17,0,7.0,9,0,8.9,9,0,8.7,3,0,8.6,12,0,Giỏi
181210675,7.4,13,0,6.9,12,0,7.9,17,0,8.8,17,0,7.7,9,0,9.9,9,0,8.7,3,0,9.2,12,0,Giỏi
181202326,6.2,13,0,6.8,9,3,6.3,17,0,7.6,17,0,8.3,9,0,9.3,9,0,8.7,3,0,9.2,12,0,Khá
181211737,6.4,13,0,6.1,9,3,7.3,17,0,6.8,17,0,7.7,9,0,7.5,9,0,8.3,3,0,8.5,12,0,Khá
181200566,7.0,13,0,8.4,12,0,9.0,17,0,9.6,17,0,9.3,9,0,9.9,9,0,8.7,3,0,9.3,12,0,Xuất sắc
181201226,6.8,11,2,5.7,6,6,6.3,17,0,5.7,15,2,7.0,6,3,7.9,9,0,8.0,3,0,8.9,12,0,Khá
181211416,6.8,13,0,7.6,12,0,9.1,17,0,9.2,17,0,8.0,9,0,9.9,9,0,10.0,3,0,8.7,12,0,Giỏi
181203302,7.7,13,0,7.1,12,0,7.2,17,0,7.2,17,0,7.8,9,0,8.4,9,0,8.7,3,0,8.5,12,0,Khá
181211854,5.9,11,2,6.2,9,3,6.2,17,0,6.4,17,0,6.5,9,0,8.0,9,0,8.3,3,0,8.3,12,0,Khá
181202589,6.1,10,3,5.8,9,3,6.9,14,3,6.7,17,0,7.6,9,0,9.3,9,0,8.7,3,0,8.5,2,10,Khá
181201651,8.1,13,0,8.6,12,0,7.8,17,0,9.5,17,0,7.9,9,0,8.4,9,0,8.3,3,0,8.8,12,0,Giỏi
181202980,7.0,13,0,6.4,12,0,6.7,17,0,6.1,17,0,7.0,9,0,7.1,9,0,7.6,3,0,7.9,12,0,Khá
181213396,6.1,7,6,4.9,12,0,5.6,14,3,5.2,14,3,5.4,9,0,6.2,9,0,7.6,3,0,8.5,2,10,Trung bình
181200683,6.7,13,0,7.6,9,3,8.1,17,0,9.4,17,0,8.4,9,0,7.8,9,0,7.6,3,0,8.3,12,0,Giỏi
181233102,8.4,13,0,6.4,12,0,7.1,17,0,7.5,17,0,8.4,9,0,9.8,9,0,8.7,3,0,9.1,12,0,Giỏi
181202727,6.5,13,0,7.0,6,6,5.5,17,0,6.2,17,0,6.2,9,0,8.4,9,0,7.7,3,0,8.4,12,0,Khá
181203034,7.7,13,0,7.0,12,0,7.5,17,0,7.2,17,0,7.1,9,0,9.2,9,0,8.7,3,0,8.8,12,0,Khá
181200299,6.1,13,0,6.2,9,3,6.4,17,0,6.2,17,0,5.2,9,0,7.6,9,0,10.0,3,0,8.4,12,0,Khá
181201088,8.7,11,2,7.6,12,0,7.3,17,0,7.9,17,0,7.3,9,0,9.8,9,0,8.7,3,0,9.1,12,0,Giỏi
181210088,8.3,13,0,8.3,6,6,8.1,17,0,8.2,17,0,7.8,9,0,9.4,9,0,10.0,3,0,9.2,12,0,Giỏi
181202508,6.7,13,0,8.0,12,0,7.6,17,0,6.9,17,0,7.7,9,0,8.7,9,0,8.7,3,0,9.0,12,0,Khá
181213609,6.7,5,8,5.9,6,6,6.6,17,0,5.9,15,2,6.8,6,3,7.5,9,0,8.7,3,0,8.2,12,0,Khá
181201868,8.2,13,0,9.3,12,0,7.3,15,2,6.5,17,0,7.5,9,0,7.2,9,0,8.7,3,0,9.6,12,0,Khá
181203827,7.2,10,3,6.3,9,3,6.2,14,3,5.6,17,0,5.7,6,3,7.0,9,0,8.7,3,0,8.1,12,0,Khá
181200777,9.0,13,0,9.0,12,0,8.9,17,0,8.8,17,0,9.0,9,0,9.7,9,0,8.3,3,0,9.0,12,0,Xuất sắc
181203305,8.7,13,0,8.4,12,0,8.3,17,0,9.0,17,0,7.5,9,0,9.3,9,0,7.6,3,0,9.2,12,0,Giỏi
181203068,9.2,13,0,8.9,12,0,8.4,17,0,9.4,17,0,8.9,9,0,9.7,9,0,8.0,3,0,8.8,12,0,Xuất sắc
181210997,6.6,13,0,7.7,9,3,7.9,17,0,8.2,17,0,9.5,9,0,9.9,9,0,8.3,3,0,8.8,12,0,Giỏi
181202785,7.3,13,0,7.9,9,3,7.5,14,3,7.9,17,0,7.9,9,0,8.2,9,0,8.7,3,0,8.4,12,0,Giỏi
181201176,6.1,13,0,5.5,3,9,5.7,17,0,6.5,12,5,6.3,6,3,7.5,9,0,6.2,3,0,8.1,12,0,Khá
181203202,7.3,13,0,7.6,12,0,6.9,17,0,7.5,17,0,7.8,9,0,7.6,9,0,8.7,3,0,8.5,12,0,Khá
181203181,6.5,10,3,5.0,9,3,5.2,14,3,6.3,15,2,6.0,9,0,7.7,9,0,8.0,3,0,8.5,12,0,Khá
181202446,7.5,13,0,6.9,12,0,8.0,17,0,8.8,17,0,8.6,9,0,9.7,9,0,10.0,3,0,8.7,12,0,Giỏi
181213624,8.4,13,0,7.9,9,3,7.1,17,0,7.6,17,0,7.9,9,0,8.6,9,0,8.7,3,0,9.2,12,0,Giỏi
181201766,7.0,13,0,5.5,12,0,5.8,17,0,6.0,17,0,6.8,9,0,7.0,9,0,8.7,3,0,8.8,12,0,Khá
181202473,8.5,13,0,8.1,12,0,7.4,17,0,8.9,17,0,7.7,9,0,9.2,9,0,8.7,3,0,8.6,12,0,Giỏi
181210552,7.2,13,0,7.2,12,0,8.6,17,0,8.3,17,0,8.4,9,0,8.9,9,0,9.7,3,0,8.8,12,0,Giỏi
181203847,8.0,13,0,8.5,12,0,7.6,17,0,8.6,17,0,8.6,9,0,8.5,9,0,10.0,3,0,8.9,12,0,Giỏi
181203544,6.7,13,0,6.3,12,0,6.7,17,0,7.1,17,0,6.3,9,0,7.9,9,0,9.5,3,0,8.8,12,0,Khá
181202809,5.2,13,0,6.5,9,3,5.5,17,0,7.4,17,0,6.9,9,0,9.1,9,0,9.4,3,0,7.9,12,0,Khá
181202599,5.9,13,0,6.3,9,3,5.1,17,0,6.5,17,0,5.6,9,0,7.5,9,0,9.0,3,0,7.9,12,0,Khá
181202447,6.9,13,0,6.0,12,0,7.4,17,0,7.9,17,0,7.3,9,0,7.8,9,0,9.5,3,0,8.4,12,0,Khá
181213472,6.9,13,0,5.8,12,0,6.5,17,0,6.5,17,0,6.0,9,0,7.3,9,0,9.2,3,0,8.2,12,0,Khá
181201649,8.1,13,0,6.8,12,0,8.4,17,0,7.6,17,0,7.7,9,0,9.2,9,0,9.9,3,0,8.7,12,0,Giỏi
181202562,6.8,13,0,7.3,9,3,7.8,17,0,7.8,17,0,6.3,9,0,8.3,9,0,9.4,3,0,8.5,12,0,Khá
181210228,5.2,13,0,6.0,12,0,5.9,15,2,6.7,17,0,7.5,9,0,8.6,9,0,9.0,3,0,7.8,12,0,Khá
181200875,6.0,11,2,5.4,12,0,5.8,14,3,7.1,15,2,7.8,9,0,6.0,9,0,9.7,3,0,8.5,12,0,Khá
181200767,8.5,13,0,8.8,12,0,8.4,17,0,8.9,17,0,7.7,9,0,7.2,9,0,9.5,3,0,8.8,12,0,Giỏi
181201020,5.2,13,0,6.2,9,3,5.8,14,3,7.2,11,6,7.1,6,3,7.6,6,3,8.0,3,0,7.9,12,0,Khá
181201893,6.4,13,0,7.7,9,3,6.6,14,3,5.5,15,2,5.8,9,0,6.1,6,3,7.8,3,0,8.0,2,10,Khá
181210015,6.6,11,2,6.6,9,3,7.8,17,0,8.1,17,0,7.9,9,0,9.2,9,0,9.0,3,0,9.0,12,0,Giỏi
181203677,7.3,13,0,7.7,12,0,7.1,17,0,7.6,17,0,7.5,9,0,9.3,9,0,9.2,3,0,8.4,12,0,Giỏi
181203077,6.0,11,2,5.9,6,6,5.0,14,3,6.7,17,0,6.7,9,0,9.3,9,0,9.0,3,0,8.6,12,0,Khá
181213060,8.0,13,0,7.2,12,0,7.5,17,0,8.3,17,0,7.3,9,0,7.2,9,0,9.9,3,0,8.5,12,0,Giỏi
181210140,8.5,13,0,7.9,12,0,8.1,17,0,7.2,14,3,8.2,9,0,9.2,9,0,9.9,3,0,9.0,12,0,Giỏi
181203415,6.6,11,2,5.9,9,3,5.7,17,0,7.4,14,3,6.8,9,0,7.5,9,0,9.5,3,0,8.7,12,0,Khá
181200351,6.9,13,0,6.6,9,3,8.7,17,0,9.0,17,0,9.1,9,0,9.0,9,0,9.9,3,0,9.5,12,0,Xuất sắc
181210258,5.8,7,6,5.2,12,0,6.2,11,6,5.7,17,0,5.7,6,3,6.5,3,6,8.5,3,0,8.8,12,0,Khá
181202880,7.9,13,0,6.6,12,0,6.3,17,0,7.0,17,0,6.2,9,0,8.3,9,0,8.1,3,0,8.2,12,0,Khá
181203245,8.3,13,0,7.6,12,0,7.8,17,0,7.8,17,0,7.9,9,0,9.6,9,0,9.5,3,0,7.9,12,0,Giỏi
181201831,6.1,13,0,5.2,12,0,7.1,17,0,7.5,17,0,7.6,9,0,8.7,9,0,8.8,3,0,8.8,12,0,Khá
181211845,7.5,13,0,5.9,9,3,5.8,17,0,6.5,17,0,5.3,9,0,8.3,9,0,9.9,3,0,8.0,12,0,Khá
181203228,8.3,13,0,7.7,12,0,8.4,17,0,8.5,17,0,8.6,9,0,9.2,9,0,9.5,3,0,8.8,12,0,Xuất sắc
181200836,6.5,13,0,7.7,12,0,7.1,17,0,8.1,17,0,7.9,9,0,8.9,9,0,9.2,3,0,8.7,12,0,Khá
181201962,8.9,13,0,8.5,12,0,8.2,17,0,7.8,17,0,7.3,9,0,9.8,9,0,9.9,3,0,8.7,12,0,Giỏi
181202531,7.7,11,2,6.2,12,0,6.0,17,0,7.3,17,0,8.0,9,0,8.3,9,0,9.2,3,0,7.9,12,0,Khá
181212177,7.0,13,0,6.6,12,0,7.2,17,0,7.1,17,0,4.7,9,0,8.5,9,0,9.5,3,0,7.7,12,0,Khá
181201949,6.4,11,2,5.8,12,0,7.6,17,0,7.5,17,0,7.3,9,0,7.4,9,0,6.8,3,0,8.1,12,0,Khá
181200582,7.4,10,3,6.4,9,3,5.3,17,0,5.6,17,0,6.9,6,3,7.7,9,0,8.7,3,0,8.7,12,0,Khá
181213477,6.4,13,0,5.9,12,0,6.8,17,0,7.2,17,0,7.0,9,0,7.8,9,0,9.7,3,0,8.2,12,0,Khá
181231936,9.2,13,0,8.6,12,0,7.9,17,0,8.6,17,0,8.1,9,0,8.5,9,0,9.9,3,0,8.6,12,0,Giỏi
181201714,6.8,13,0,6.7,12,0,6.8,17,0,7.1,17,0,7.3,9,0,7.3,9,0,9.4,3,0,8.0,12,0,Khá
181211780,6.5,13,0,6.8,12,0,6.3,14,3,6.4,17,0,6.2,9,0,8.1,6,3,6.7,3,0,8.3,12,0,Khá
181201887,7.7,13,0,7.8,12,0,6.6,17,0,8.3,17,0,7.4,9,0,8.8,9,0,9.9,3,0,8.4,12,0,Giỏi
181202889,9.0,13,0,7.3,12,0,8.0,17,0,7.9,17,0,7.1,9,0,7.2,9,0,8.8,3,0,8.1,12,0,Giỏi
181202261,6.0,13,0,7.0,12,0,7.1,17,0,7.4,17,0,8.0,9,0,9.3,9,0,9.9,3,0,8.4,12,0,Khá
181202131,7.1,2,11,5.4,6,6,5.8,14,3,6.9,15,2,5.0,9,0,6.8,9,0,8.8,3,0,8.8,2,10,Khá
181203688,6.2,13,0,5.8,12,0,6.3,17,0,6.9,17,0,5.4,9,0,6.1,6,3,8.0,3,0,8.0,12,0,Khá
181202267,6.8,13,0,7.5,9,3,6.7,14,3,7.6,17,0,6.2,9,0,8.5,9,0,8.7,3,0,8.4,2,10,Khá
181210168,7.7,11,2,7.2,12,0,7.6,17,0,7.2,17,0,7.3,9,0,8.5,9,0,8.7,3,0,8.5,12,0,Khá
181201178,8.4,13,0,7.6,12,0,6.9,17,0,8.0,17,0,8.1,9,0,8.5,9,0,9.9,3,0,8.7,12,0,Giỏi
181202441,7.6,13,0,8.0,12,0,7.3,17,0,8.1,17,0,7.8,9,0,7.8,9,0,9.0,3,0,8.4,12,0,Giỏi
181203879,6.8,13,0,6.5,12,0,7.0,17,0,7.7,14,3,7.5,9,0,7.9,9,0,9.5,3,0,8.0,12,0,Khá
181200171,7.1,11,2,7.5,9,3,6.5,17,0,6.7,14,3,4.6,9,0,7.0,9,0,8.9,3,0,7.2,2,10,Khá
181202679,6.8,13,0,6.7,12,0,8.7,17,0,8.7,17,0,7.5,9,0,9.5,9,0,9.7,3,0,8.2,12,0,Giỏi
181201732,6.8,10,3,6.4,12,0,6.1,17,0,7.1,17,0,6.7,9,0,8.3,9,0,8.5,3,0,8.7,12,0,Khá
191240003,7.9,14,0,7.9,13,0,8.9,17,0,8.2,16,0,8.4,9,0,7.7,9,0,9.4,3,0,9.1,12,0,Giỏi
191201705,7.3,14,0,8.5,13,0,7.4,17,0,8.7,16,0,8.7,9,0,8.1,9,0,9.2,3,0,8.8,12,0,Giỏi
